NOC 2016  Version 1.3 Code,NOC 2016  Version 1.3 Title,Partial,SOC 2018 (US) Code,SOC 2018 (US) Title,Explanatory Notes
2161,"Mathematicians, statisticians and actuaries",*,15-2021,Mathematicians,Only mathematicians
2161,"Mathematicians, statisticians and actuaries",*,15-2031,Operations Research Analysts,Only analysts and researchers in operations research
2161,"Mathematicians, statisticians and actuaries",*,15-2041,Statisticians,Only statisticians
2161,"Mathematicians, statisticians and actuaries",*,15-2099,"Mathematical Science Occupations, All Other",Only mathematicians not accounted for in other relationships between this NOC code and other SOC codes
2161,"Mathematicians, statisticians and actuaries",*,19-1041,Epidemiologists,Only statisticians specializing in health and medical epidemiology
2171,Information systems analysts and consultants,*,15-1211,Computer Systems Analysts,"Only computer systems analysts, excluding analysts and testers in quality assurance and systems auditors"
2171,Information systems analysts and consultants,*,15-1212,Information Security Analysts,"Only analysts, consultants and related specialists in information security"
2171,Information systems analysts and consultants,*,15-1253,Software Quality Assurance Analysts and Testers,"Only analysts and testers in quality assurance, including systems auditors"
2172,Database analysts and data administrators,*,15-1242,Database Administrators,Only administrators and managers of databases
2172,Database analysts and data administrators,*,15-1243,Database Architects,Only data architects
2172,Database analysts and data administrators,*,15-2051,Data Scientists,Only data scientists and analysts in data mining 
2173,Software engineers and designers,*,15-1221,Computer and Information Research Scientists,"Only software engineers and designers in research and development, including artificial intelligence designers and computer scientists "
2173,Software engineers and designers,*,15-1252,Software Developers,"Excluding software engineers and designers in research and development, also excluding artificial intelligence designers and computer scientists "
2174,Computer programmers and interactive media developers,*,15-1251,Computer Programmers,Only programmers in computers systems and applications
2174,Computer programmers and interactive media developers,*,15-1252,Software Developers,Only software developers in interactive media 
2175,Web designers and developers,*,15-1254,Web Developers,Only web developers
2175,Web designers and developers,*,15-1255,Web and Digital Interface Designers,Only web designers
2211,Chemical technologists and technicians,*,19-1012,Food Scientists and Technologists,"Only technologists specializing in food sciences, including food processing "
2211,Chemical technologists and technicians,*,19-4013,Food Science Technicians,"Only technicians specializing in food sciences, including food processing "
2211,Chemical technologists and technicians,*,19-4031,Chemical Technicians,Only chemical technicians not accounted for in other relationships between this NOC code and other SOC codes 
2211,Chemical technologists and technicians,*,19-4051,Nuclear Technicians,Only chemical technologists and technicians specializing in nuclear magnetic resonance and monitoring
2211,Chemical technologists and technicians,*,19-4092,Forensic Science Technicians,Only chemical technologists and technicians specializing in forensics and crime scene examination
2212,Geological and mineral technologists and technicians,*,19-4043,"Geological Technicians, Except Hydrologic Technicians",Excluding geological and mineral technologists and technicians specializing in hydrology 
2212,Geological and mineral technologists and technicians,*,19-4044,Hydrologic Technicians,Only geological and mineral technologists and technicians specializing in hydrology 
2221,Biological technologists and technicians,*,19-4012,Agricultural Technicians,"Only biological technologists and technicians specializing in agriculture science, including livestock"
2221,Biological technologists and technicians,*,19-4021,Biological Technicians,"Excluding biological technologists and technicians specializing in forensic science and agriculture science, also excluding livestock"
2221,Biological technologists and technicians,*,19-4092,Forensic Science Technicians,Only biological technologists and technicians specializing in forensic science
2222,Agricultural and fish products inspectors,,45-2011,Agricultural Inspectors,
2223,Forestry technologists and technicians,*,19-4071,Forest and Conservation Technicians,"Excluding forestry technologists and technicians in fire prevention and suppression, and regulation enforcement"
2223,Forestry technologists and technicians,*,33-2022,Forest Fire Inspectors and Prevention Specialists,Only forestry technologists and technicians in fire prevention and suppression
2223,Forestry technologists and technicians,*,45-2011,Agricultural Inspectors,Only forestry technologists and technicians in regulation enforcement 
2224,Conservation and fishery officers,,33-3031,Fish and Game Wardens,
2225,Landscape and horticulture technicians and specialists,*,37-3011,Landscaping and Groundskeeping Workers,"Only landscape and horticulture technicians and specialists, excluding arborists and tree specialists"
2225,Landscape and horticulture technicians and specialists,*,37-3013,Tree Trimmers and Pruners,Only arborists and technicians and specialists of trees 
2231,Civil engineering technologists and technicians,*,17-3022,Civil Engineering Technologists and Technicians,"Excluding civil engineering technologists and technicians specializing in pollution control, traffic, agriculture, environmental protection, also excluding waste treatment and site remediation"
2231,Civil engineering technologists and technicians,*,17-3025,Environmental Engineering Technologists and Technicians,"Only civil engineering technologists and technicians specializing in environmental protection, including waste treatment and site remediation"
